status,Accept.,I..low.state.,I..high...low.,S.N,Nb.d,tau_on.median..s.,tau_off.median..s.,tau_on.max..s.,tau_off.max..s.,tau_on_CV,tau_off_CV
Methylated,Y,414.445383,625.1064329,2.353728031,22,10.4,15.4,47.2,168.4,1.096264839,1.413466864
Methylated,Y,14.30632675,625.5498433,2.494850997,10,51.2,27,135.6,88,0.671549672,0.949056166
Methylated,N,-43.08446468,398.4217718,4.491102441,24,1.8,25.2,40.8,172.4,2.082354802,1.195984939
Methylated,Y,-16.8884282,346.3209857,2.751905558,12,7.4,58.4,119.6,118.8,1.408257172,0.831107027
Methylated,Y,-48.40045828,395.8977844,3.019489475,22,4.8,37,17.6,134.4,0.959222717,0.874353236
Methylated,N,36.65737312,479.2646389,2.447501564,35,2.2,13.6,52.8,98.4,1.436098904,1.077400205
Methylated,N,120.454081,693.6384804,2.871381917,48,4.8,6.8,76.8,66.8,1.728918518,1.230246524
Methylated,Y,90.12039941,651.5174153,1.724722122,8,55.4,71.6,111.2,181.6,0.711914998,1.002050643
Methylated,Y,206.5809862,488.9489938,2.661364079,22,10,16.6,130.8,137.6,1.682907034,1.279107116
Methylated,N,-92.84508874,167.6649635,1.670488338,8,17.8,85.6,31.6,258,0.718281368,0.850464626
Methylated,Y,66.14888137,535.7469742,3.248640573,30,8,14.2,76,82,1.351375501,1.062854483
Methylated,Y,-23.31517415,471.7574089,2.754163169,13,8.8,46.8,170.4,104.8,1.923964292,0.656215839
Methylated,Y,101.0557991,715.8414442,2.887378306,24,14,15.2,65.2,130,1.016008279,1.233599557
Methylated,Y,-40.29517909,557.823642,2.53345734,26,12.4,16,71.2,60,0.970805058,0.787574401
Methylated,Y,101.10673,535.066153,2.824002893,22,4.4,23.6,84.4,96.4,1.531119994,0.910581435
Methylated,N,39.42795503,523.5095919,2.908299763,28,8.2,6,121.6,128.8,1.492413292,1.667774297
Methylated,N,-98.37800564,288.13897,1.93455712,8,8.4,62.8,71.2,217.2,1.480367787,0.890432691
Methylated,Y,-55.43548467,173.2233774,2.390635577,29,3.6,23.6,46.4,87.6,1.410068649,0.885127605
Methylated,N,-44.58820813,219.0809993,2.110555791,8,14.2,33.2,78.4,296,1.280059561,1.181148853
Methylated,Y,-48.4285294,222.3653835,2.481327536,17,4,19.6,92.8,127.2,1.523564899,1.0080305
Methylated,N,-39.13101574,394.3301694,2.021067529,12,6.8,16.4,82.8,373.2,1.614249967,1.945859457
Methylated,Y,-34.62660368,213.4972222,1.78739359,14,8.8,52.6,27.6,151.2,1.060114424,0.850783891
Methylated,N,83.44535968,403.2112724,2.751140741,58,2.4,6.8,22,169.2,1.17206011,1.957469841
Methylated,Y,43.54090316,581.3981475,2.970776389,19,11,30.8,49.2,96.8,1.10328224,0.895392317
Methylated,Y,199.0069336,625.777328,3.225336321,22,13.2,17.8,148.8,77.2,1.589256273,0.992368397
Methylated,N,20.91316049,360.4180357,1.492844211,11,16.4,26.2,83.6,328.8,1.277603676,1.638349038
Methylated,Y,205.3200806,514.7557127,2.315260084,17,16.4,36.8,93.2,145.2,1.100084678,1.097356949
Methylated,N,52.54716207,417.5501508,2.167594518,4,108.2,52,179.6,289.2,0.933224107,1.093335705
Methylated,Y,97.32214109,473.1387516,2.688671747,34,5.2,22.2,46,72.8,1.349187858,0.817232477
Methylated,Y,424.7485665,550.033334,2.770423462,18,8.8,9.6,127.6,164,1.693105825,1.372377977
Methylated,N,-46.55591076,182.2954659,2.113780028,16,1.2,39.6,41.6,177.6,1.752049871,1.113710251
Methylated,Y,-67.25183814,241.746289,1.91131228,12,15.8,57.2,39.2,200,0.869535721,0.932514049
Methylated,Y,-42.07956889,397.9558146,4.247685077,26,3.6,24.8,31.6,136.4,1.169443367,0.99823237
Methylated,N,-49.4325543,179.0175077,1.813609788,14,1.6,26.8,22.8,210.8,1.116088624,1.288671367
Methylated,Y,247.1614317,476.111874,2.294145724,18,11.6,16.2,100.8,92.8,1.101570816,0.990929738
Methylated,N,366.7879419,374.6791454,2.455737098,7,61.4,33.6,88,268.4,0.304712492,1.412236881
Methylated,Y,-70.99462432,172.3151635,1.988197406,13,6.4,50.4,72,165.6,1.456651972,1.024516715
Methylated,Y,-24.59492358,302.1080279,2.614332692,10,18.4,71,53.6,150,0.763472879,0.558487765
Methylated,Y,-10.49283172,219.5295113,2.112595168,22,9.6,15.8,36.4,157.2,0.917695508,1.331257856
Methylated,Y,35.79506133,560.7794518,2.727581188,28,7,18.4,104.8,62,1.613699215,0.840156812
Methylated,Y,58.76499356,483.6870324,2.857409384,26,5.2,18.2,45.6,141.2,1.441738264,1.066763787
Methylated,Y,60.16671981,429.6227592,2.497641041,16,32.4,20.8,60,85.6,0.705170711,0.876371394
Methylated,Y,-51.75694726,446.2377697,2.264717187,17,14,46.8,73.2,89.6,1.005155162,0.630505529
Methylated,N,-28.95020519,325.1295201,1.834746323,17,15.2,12.4,98,209.2,1.164831301,1.689047417
Methylated,Y,-11.18157846,454.9494605,2.538085296,28,5.8,13.6,94,104.8,1.620665334,1.089734239
Methylated,Y,77.38670351,485.6152128,2.376020896,16,17.8,28.4,72.4,148.8,1.045093721,1.074334342
Methylated,Y,31.60723819,177.2407612,1.706930334,24,6.8,26,36,98.8,0.953512874,0.8084735
Methylated,Y,152.7206537,448.6217934,2.653931019,14,13.6,48.6,54.8,116.8,1.033401342,0.779382308
Methylated,N,30.24702483,NA,NA,0,NA,600,NA,600,NA,0
Methylated,Y,-18.96559976,373.7376925,1.844937711,18,11.6,36.2,103.6,89.2,1.34824896,0.82172282
Methylated,Y,3.770425827,547.8090994,2.064894267,15,30.4,22.6,106,113.6,0.900864259,1.109018083
Methylated,Y,82.48464498,573.274091,2.484632651,21,14.4,29.2,100.4,70,1.191777564,0.933290271
Methylated,N,369.5132647,528.4709685,2.851544017,42,2.8,8.2,80.8,50.4,1.4965663,1.065647598
Methylated,N,136.8657336,634.94471,3.331611068,28,1.8,22.4,82.8,82,1.675748924,0.87474031
Methylated,N,14.6344235,452.7629986,2.90559564,16,5.6,8.4,199.6,146.4,2.228808159,1.242229511
Methylated,Y,71.26851278,350.0846841,2.300090679,12,20,31.6,97.2,130.4,1.073325307,0.828300261
Methylated,N,102.2156217,436.3916829,2.243018325,18,26.8,7.2,61.2,196.4,0.826974233,1.625316134
Methylated,Y,-26.60254261,191.5213498,2.309003582,20,5.6,37.2,63.6,95.2,1.664828114,0.815214065
Methylated,Y,31.29376366,276.0241205,2.132361674,18,10,19.2,43.2,197.2,1.04547481,1.325186282
Methylated,Y,420.4657441,578.0285917,2.384252566,12,19.4,31.6,151.2,173.6,1.431055,1.132870273
Methylated,N,-39.87131766,343.1376933,2.35007457,14,14.8,11.4,106,253.2,1.20978211,1.789177854
Methylated,Y,52.68895201,516.5262973,2.473916964,26,12.8,21.4,74,74.8,1.24672125,0.881081468
Methylated,N,7.747052515,285.4991236,2.293033905,8,49.4,13.2,153.2,274,1.143569745,1.67224023
Methylated,Y,236.3033683,627.8711741,3.672532332,26,5.6,11,105.2,74.8,1.587616771,1.009471466
Methylated,Y,94.28274936,547.148825,2.770431625,16,26,33.2,108,92.4,1.012500837,0.822763731
Methylated,N,47.94757147,180.6162858,1.834138978,6,19.6,101.2,138,218.8,1.342845691,0.81986763
Methylated,N,72.41622776,481.6907946,2.275166476,17,29.2,6,68,183.6,0.764946602,1.631245702
Methylated,N,39.08088812,276.4572701,1.639501351,4,73.2,201.6,113.2,216,0.772794296,0.661544952
Methylated,Y,59.09198423,391.4240973,1.849448601,14,26.4,24.4,73.2,168.4,0.810828391,1.163658586
Methylated,Y,143.1820447,520.9396147,2.930410121,42,6.4,13.6,24.8,51.6,0.824180237,0.823120324
Methylated,Y,52.16515824,519.1016895,2.886729593,12,30.2,35.2,92.4,147.6,0.745475312,1.02350048
Methylated,Y,51.59889839,409.0774276,2.23487657,43,3.2,8.8,25.6,111.6,1.12630114,1.401799571
Methylated,Y,39.87514627,369.0687738,2.312962511,24,7.2,16.4,121.2,89.6,1.973173433,1.029628753
Methylated,N,61.12558786,364.9131765,1.817336321,8,44.6,63.6,72.8,212.4,0.547732723,0.992513343
Methylated,N,9.179805271,529.3608976,3.017396569,37,2.4,9.6,112.8,105.2,2.9628574,1.316307701
Methylated,N,-68.29296872,296.3217385,1.648011752,7,6,95.8,47.2,326,1.385091978,0.988369479
Methylated,Y,17.22798699,631.7643947,3.424542598,14,3.2,35,125.6,199.6,1.836747994,1.192854854
Methylated,N,-57.48199606,429.8045532,4.439323203,2,23.2,288.4,23.2,440.4,0,0.745355276
Methylated,Y,16.94632244,474.9469588,2.36243136,17,8.8,24.8,92.4,176.4,1.634470958,1.204199779
Methylated,N,93.61999373,647.3266727,2.786144749,30,10.8,6.4,77.6,94.4,1.200017097,1.495671773
Methylated,N,60.88331676,269.6193843,1.669285694,8,18.8,108.4,85.2,189.6,1.19031299,0.744545067
Methylated,N,-4.209009131,292.107476,2.04045316,8,9.8,122.4,38,199.6,1.198506191,0.741576159
Methylated,Y,153.4707002,588.3997859,2.935403977,35,7.6,10.2,51.6,62,1.104968189,0.938215409
Methylated,Y,-21.02516676,491.1555132,2.880063953,22,3.6,27,15.2,137.6,1.001957268,1.02549369
Methylated,Y,73.15215089,329.9264231,2.150079253,18,4.8,25.4,81.2,137.2,1.306287274,1.070943957
Methylated,N,15.26983408,215.0081865,2.130277886,2,227.2,186.4,227.2,207.6,0,0.160844032
Methylated,Y,-48.27478575,285.178234,2.669528915,16,3.6,57.2,10.4,156,0.927564759,0.755115755
Methylated,Y,-24.16905956,319.7252159,2.069611812,30,6.8,14.8,40.4,92,1.094342378,1.043105732
Methylated,Y,95.89995335,518.2699232,2.890246205,25,14,27.6,35.2,94.4,0.837662778,0.888794192
Methylated,Y,157.9870162,345.4972498,2.017765201,13,17.6,44.8,43.2,154.8,0.628566192,0.95612967
Methylated,N,-20.87605501,453.2600078,2.492176175,20,14,8.8,111.6,209.2,1.304989284,2.075730573
Methylated,N,-34.04333053,NA,NA,0,NA,600,NA,600,NA,0
Methylated,N,99.37848689,641.2045687,3.237328624,23,2.6,7.6,158,129.6,2.112416218,1.462627778
Methylated,Y,13.09515875,384.7514655,1.802176443,18,3.6,30.2,53.6,120.8,1.163864711,1.013803618
Methylated,Y,-7.525335105,320.1641389,2.053601512,12,21.6,57.6,112.8,116.8,1.223607098,0.664741623
Methylated,Y,76.33833895,512.204168,2.276001181,16,6.8,31.6,74.8,107.2,1.357502985,0.886108311
Methylated,Y,82.84995616,659.2840832,3.095608883,19,17.6,19.6,112,102.8,1.323023193,0.983138237
Methylated,Y,-27.59623218,506.6807061,1.643628875,20,8.8,20.8,66,123.2,1.380437869,1.054864837
Methylated,Y,131.8722116,621.0034505,3.004732887,40,3.2,14,51.2,53.6,1.450396548,0.881722392
Methylated,Y,-60.09263329,638.3644004,2.865312856,18,11.2,21.2,88,114.8,1.234093762,1.109474301
Methylated,N,-22.01192687,538.5160721,2.728850909,6,36.4,58.8,93.2,285.2,0.749947508,1.029595532
Methylated,N,-123.6614673,232.6738956,2.032704711,14,5.2,42.6,62,212.4,1.676372519,1.0351896
Methylated,N,-38.72949004,NA,NA,0,NA,600,NA,600,NA,0
Methylated,Y,32.46950341,565.2283063,2.795236708,24,4,22,73.2,79.6,1.391345609,0.735666522
Methylated,Y,28.94365964,558.1739274,2.890686169,26,3.6,23.8,79.6,98.8,1.513932131,0.961418151
Methylated,N,7.510194645,418.2013212,1.760511502,12,1.4,36.8,58,255.2,1.599094321,1.257175054
Methylated,Y,79.38098424,366.1397239,2.680028837,36,6.6,10.8,26.8,146,0.861946375,1.497389067
Methylated,Y,179.3970852,559.3657713,2.53012798,16,39,8.8,79.2,110.4,0.774911249,1.105285445
Methylated,Y,9.327236061,497.7033319,3.208746146,32,4,12.4,102.8,66.8,1.924651093,1.031851774
Methylated,Y,258.922677,611.9524772,2.998032434,21,10.4,22.4,70,165.2,1.197949793,1.420713059
Methylated,Y,159.5296206,578.5272759,3.124158963,29,8,15.6,72.4,84,1.303586728,1.059968705
Methylated,Y,378.7348504,416.7423214,2.709736848,16,33.6,11.2,136,43.2,1.007203597,0.757891813
Methylated,Y,346.9845043,361.0211603,2.142815037,24,18,20,47.6,87.6,0.863313527,0.951924869
Methylated,Y,44.63523952,211.7848806,2.074360554,20,3,33.2,58.8,173.6,1.612859498,1.145727208
Methylated,Y,-17.01625645,514.0701652,3.899992969,22,6,36.6,36.4,110.4,1.176484124,0.649168129
Methylated,Y,-9.136527442,269.1279671,1.864120905,18,7.2,53.4,26,129.6,1.109696957,0.640634057
Methylated,Y,24.0454364,287.6357992,1.916408283,18,6.8,54.4,34,107.2,1.201576873,0.758231669
Methylated,N,15.20658508,426.4497326,2.613106929,28,4.4,20.4,108.4,78.8,2.054504635,0.858490687
Methylated,Y,33.99898666,394.9168305,2.66781733,26,12,18.6,67.6,62.8,0.911133623,0.826336016
Methylated,Y,-11.81617535,248.4381991,2.153787131,12,3.6,63.2,83.6,186.4,1.992800517,0.931328399
Methylated,Y,-23.03358764,426.6600349,2.212942561,16,8.2,34.4,86.8,140,1.254690855,0.952481734
Methylated,N,20.66474281,326.1307902,1.342361215,12,9.2,30.8,56.8,185.2,1.36359066,1.03729709
Methylated,Y,56.22227665,417.0996088,2.269024088,18,7.2,41.2,58,99.2,1.171970102,0.712764829
Methylated,N,11.70172425,264.6842981,2.879401126,6,10.8,85,104,291.6,1.334738002,1.087879081
Methylated,Y,157.9289375,493.3346044,2.570304007,26,8,26.8,44.8,92,1.047771395,0.882529006
Methylated,Y,41.78032363,377.2609187,2.558912801,19,17,18.2,156,80,1.618075669,1.018528798
Methylated,N,49.00750203,493.0251112,3.657922434,29,1.6,23.6,15.2,130.4,1.039105308,1.023943476
Methylated,Y,-60.0081702,280.8905027,2.660857525,12,32.2,44.4,143.6,126.4,1.217932397,0.902933076
Methylated,Y,81.38528327,498.5697177,2.085756973,34,6.8,11.6,43.2,89.2,1.124159158,1.259966924
unmethylated,Y,34.84008854,395.0550462,2.146331374,12,10.8,30.8,137.6,158,1.458862684,1.099983883
unmethylated,N,-2.725201867,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-10.17540414,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-44.86721966,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-25.63380217,153.9811691,2.971045114,30,1.6,25.6,5.2,121.2,0.812619132,1.033084412
unmethylated,N,-15.99370389,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,189.0299322,479.8539187,2.555553052,19,13.8,26.2,116.4,72,1.275592169,0.647289405
unmethylated,Y,-21.2271624,195.332748,2.849783404,14,4,56.2,22.4,184,1.268789013,0.82346585
unmethylated,Y,33.89865817,402.0998221,1.756075205,10,13.6,64.4,73.6,164.8,1.164591063,0.669194746
unmethylated,Y,-39.76570734,296.9924568,1.927924106,8,32.4,53.2,148.4,166,1.3137119,0.795590916
unmethylated,N,-31.02346514,186.1888044,3.272928716,14,3.6,40.8,26.4,275.2,1.315334104,1.270437449
unmethylated,N,-35.58160395,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-29.18361941,296.564513,3.9479048,10,5.2,85.4,142,116.8,1.911756684,0.63514101
unmethylated,N,-27.53791659,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,5.561687581,162.1807091,1.412691981,8,8,128.8,41.6,182.4,1.277408196,0.592340005
unmethylated,N,49.34574467,375.0690841,1.608760721,7,31.8,65.8,60.8,322.4,0.775888225,1.190834667
unmethylated,N,20.24661479,293.7918758,3.040162539,24,2.8,14.4,74.4,124.4,2.134494188,1.219961653
unmethylated,N,-43.13732573,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-20.14008865,209.3680909,2.674660237,10,4,46.6,48.4,203.2,1.350165651,1.000724986
unmethylated,Y,62.93724447,371.4002994,2.303147265,14,4,67,44.4,119.6,1.187557093,0.744812326
unmethylated,N,55.72148678,310.8835423,3.137580775,32,2.4,20.4,44.8,98.4,1.422277316,0.910414664
unmethylated,N,53.532911,434.0301103,2.455936365,31,1.6,26.6,56.4,71.2,1.655824095,0.689973091
unmethylated,Y,133.6835489,515.0439277,2.551523218,20,3.8,22.8,88.8,76,1.527126837,0.757181526
unmethylated,N,60.57890674,340.7749776,2.867985505,40,1.4,14,11.2,119.6,1.096179591,1.143758854
unmethylated,N,-0.331619688,239.9650727,2.826535756,12,14.2,17.6,58.4,216.8,1.049066294,1.424440918
unmethylated,Y,35.09756385,358.7425602,2.326470209,20,25.2,14.4,172,78,1.337040092,1.125806378
unmethylated,N,-7.076525044,226.8421545,1.607938283,8,9,46.8,17.2,390.4,0.818401339,1.393137343
unmethylated,N,51.36326808,358.3553931,2.916018371,12,2.6,51.2,49.2,214,1.832642868,0.987154365
unmethylated,Y,1.837912355,195.4387219,3.570203739,14,7.6,59.4,34,125.2,1.085266664,0.756794016
unmethylated,N,13.69894885,546.8238008,5.37471755,14,0.8,28,94.4,218.8,2.484884926,1.231271728
unmethylated,Y,55.29496774,198.5447185,2.191572305,24,6.6,20.4,32,129.6,1.023811412,1.007242155
unmethylated,N,-23.28808464,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,34.35688124,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,83.3605485,347.146431,2.651798768,48,2.6,11.6,29.2,82.8,1.262580773,0.99618527
unmethylated,Y,24.52818328,369.4617502,3.380526359,28,5,15.6,93.6,65.2,1.719011385,0.856950875
unmethylated,Y,32.68849569,259.4566965,2.332315478,10,8.8,72.4,128.4,127.2,1.544732837,0.61811958
unmethylated,N,-64.60177979,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,28.70578282,318.5478903,3.091103802,14,3.6,37,100.4,210,2.112859786,1.186500009
unmethylated,Y,100.5310453,274.888043,2.654438418,10,50.4,27.2,75.2,191.6,0.626168272,1.167571013
unmethylated,N,48.27016538,412.353872,2.392464075,20,2,12.8,42,219.6,1.455949171,1.543957746
unmethylated,Y,-6.593593964,176.6236031,1.91748393,18,3.2,39.8,12.8,136.8,0.944133337,0.857621359
unmethylated,Y,-1.711846037,298.5465691,2.515156745,23,3.4,15.4,64,118.4,1.304752551,1.119770378
unmethylated,N,-11.8909138,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-39.86667328,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,23.15498624,401.5166647,1.743767461,4,34.6,242.4,65.6,245.6,1.267069955,0.656596982
unmethylated,N,-34.06713158,163.2704159,3.434116692,16,1.2,20.4,15.6,210,1.402804762,1.210456908
unmethylated,N,-8.576251313,199.5823997,3.884601723,28,1.4,29.2,10.8,105.6,1.069900844,0.75718316
unmethylated,N,-28.26904836,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,151.2374071,289.35676,2.220613703,14,16.4,23.2,110,130,1.073837276,1.072699886
unmethylated,N,-1.436523082,189.3263881,2.56850343,4,33.6,172.4,53.2,274,0.824957911,0.528761487
unmethylated,Y,0.377101646,221.3537569,2.922489899,16,3,37.6,58,136.8,1.463355677,0.875333164
unmethylated,N,-51.46144706,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-20.93334377,284.6637587,2.063581922,14,4.8,33.8,30.8,270.8,1.07273136,1.386542438
unmethylated,N,-15.30986898,295.59509,1.772990166,12,7.2,53.6,26.4,233.2,1.059754709,1.036262397
unmethylated,N,-9.772546924,193.0342737,2.773769493,20,1,37.6,48.4,119.2,1.603400296,0.771268642
unmethylated,N,110.7128945,338.8203393,2.512990065,46,1.2,11.6,28.8,110,1.551045274,1.199939743
unmethylated,N,80.43969704,357.8899089,3.042384662,51,0.8,7.4,33.6,85.2,2.199539213,1.281382761
unmethylated,Y,37.76363498,386.0366765,2.610216897,16,9.6,41.6,104,117.2,1.507708163,0.762804891
unmethylated,N,-11.78204806,177.0453125,1.958139894,20,7,6,28.8,146.4,1.008070772,1.266099329
unmethylated,Y,59.07042404,478.4592271,2.849033592,20,9,25.2,49.2,102.4,1.247157345,0.84926344
unmethylated,N,-14.92179335,229.5025232,3.135994817,28,2,22.8,25.6,110,1.30388017,0.973731232
unmethylated,N,-5.101424585,164.9660019,1.745111547,14,2,79.6,21.2,128.4,1.209360401,0.788572422
unmethylated,N,-21.45491027,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-32.75876084,174.564763,3.162977535,16,3.4,64,21.2,106.4,1.211383856,0.649278624
unmethylated,N,-10.93149423,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-12.81036427,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-25.44654928,389.2118417,4.250186942,10,0.8,71.4,40,263.6,1.619868193,1.063714879
unmethylated,N,-2.187140623,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,99.88656121,608.4906084,3.881868588,40,1,12,29.2,128,1.834943215,1.256377031
unmethylated,N,38.31165301,323.2031859,3.842922133,16,6.6,33.6,21.2,226.8,0.986265457,1.191825824
unmethylated,Y,80.37995396,361.0411206,2.310956518,36,6,11.2,80,63.2,1.546390057,1.004080545
unmethylated,Y,53.02308538,457.3889264,2.519065694,15,10.6,33.6,104,132.4,1.562315546,0.858754673
unmethylated,N,101.0904436,380.0479676,3.067140623,86,0.8,8.8,16,76,1.417195351,1.094613044
unmethylated,N,-11.00874119,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-42.47874336,254.8082786,3.577572102,30,3.6,26,24.8,79.2,1.157188362,0.792122183
unmethylated,N,-22.8550868,192.8861355,1.833277774,8,5,97.6,17.2,248.8,0.88,0.811323372
unmethylated,Y,-42.96610793,196.0128682,2.594102615,24,2.6,27.2,64,126,1.709966185,0.9814926
unmethylated,Y,194.5754335,486.0480719,2.888291269,14,13.6,31,112,99.6,1.129750143,0.809299151
unmethylated,N,-26.58319679,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,103.7506707,448.4196636,2.693180944,41,2.4,15.2,26.4,70.8,1.297907488,1.030666513
unmethylated,N,-5.053674597,182.1960427,2.205794306,8,23.6,102,49.2,160,0.993578688,0.625584556
unmethylated,N,-17.40076761,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-54.45703877,190.2422165,2.860395903,20,8,11.2,21.2,198.8,0.800891136,1.344230258
unmethylated,Y,55.66256444,393.1399586,2.626700751,34,4,16.8,59.2,106.4,1.546815437,1.10427135
unmethylated,N,-1.889579808,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-23.5997548,162.3337374,2.514811432,12,12,62.4,54.4,131.2,1.054638408,0.639546375
unmethylated,N,22.51567358,227.545306,2.222715125,20,2.2,18.8,66,234.8,1.952176267,1.586777734
unmethylated,N,-48.46305963,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-19.71769806,244.9566344,2.857654712,12,4.2,48,23.6,331.6,1.186722482,1.423439251
unmethylated,N,-21.56082534,168.1387649,2.293275012,19,1.8,47.2,12,155.6,1.220807262,0.684627254
unmethylated,N,-11.50523173,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-7.771598484,178.8652647,3.322887445,30,3.6,23.2,11.6,106.4,0.679755974,1.017519083
unmethylated,N,-17.16098593,256.0888763,3.315340338,20,1.6,22.8,22.8,185.2,1.313466739,1.327319025
unmethylated,N,57.04039068,237.0350204,2.806200003,52,1.2,18.4,10.8,62,1.462107615,0.785566812
unmethylated,Y,115.4756783,375.1964042,2.228441022,8,52,53.2,120.4,150.4,0.83061321,0.815999256
unmethylated,Y,53.63902274,439.5484714,2.09264706,13,3.2,38,44.8,169.2,1.150789912,0.990489655
unmethylated,N,65.9417687,187.9206996,2.022970731,48,0.8,19.6,10.4,75.6,1.373764757,0.755145842
unmethylated,N,28.88273933,281.2724237,2.647191692,23,1.4,25.6,50,122.8,1.670440919,0.871934827
unmethylated,N,195.654648,594.6633514,3.016806479,54,3.2,9.6,65.2,98,2.02143232,1.208784497
unmethylated,N,-20.4919388,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-89.18106149,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-33.01510149,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,22.81967377,351.5114928,2.446268608,30,7.2,8.4,65.2,89.2,1.346215425,1.152030024
unmethylated,N,-11.4145843,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,22.7964735,535.6285401,2.912094967,6,30.8,84.2,107.2,262,0.799855616,1.02295688
unmethylated,N,57.04357541,506.78011,5.049822108,19,0.8,65.4,26.4,122.8,2.288330279,0.660619747
unmethylated,N,22.15326305,281.8987671,2.411661036,9,45.2,104.8,110.4,125.2,1.102930283,0.604311449
unmethylated,N,-9.771182083,224.2278659,3.088980781,28,1.4,14,12.4,225.2,1.291096491,1.587839723
unmethylated,N,11.95943889,164.4866316,3.014282455,14,2,68.4,27.6,114,1.396683025,0.486390309
unmethylated,Y,46.66712758,262.8495924,2.534150657,22,5.2,38,42,97.6,1.238428798,0.810753953
unmethylated,N,-8.77075738,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,130.2689379,555.4623702,3.852569828,52,1.2,16.8,16.4,84.4,1.233234506,1.007940046
unmethylated,N,-4.680751855,259.1316677,3.812578501,22,1.6,26,16,170.4,1.316473567,1.10915166
unmethylated,N,-73.07144264,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-1.643813044,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,25.3716042,371.6460211,2.394975958,22,2,19.2,45.2,123.2,1.73223555,1.03062151
unmethylated,Y,-8.41416727,248.7105866,2.886750817,10,20,67.4,53.6,179.2,0.990274824,0.662481652
unmethylated,N,26.34601242,188.2489933,2.49648306,18,2.8,51.8,93.6,95.2,2.246301948,0.731439733
unmethylated,N,-8.83590295,276.9503604,3.874719112,24,1.4,35.2,28.4,112,1.484298277,0.887334344
unmethylated,Y,-70.45284022,210.2431036,2.792382186,22,4.8,50,16.8,81.6,0.891777031,0.543350858
unmethylated,Y,44.84132224,303.9135288,1.957132296,14,14.4,49,46.8,150,1.018590757,0.852305053
unmethylated,Y,-5.68839915,388.382508,3.244010012,8,3.6,97.2,61.2,139.6,1.695117299,0.319512377
unmethylated,Y,-16.33881398,373.0365617,4.654337539,14,7.2,59.2,19.2,148.8,0.937985661,0.866238422
unmethylated,N,-6.518428493,315.206272,2.719418047,12,11.6,29.2,19.2,260.8,0.615919203,1.160860954
unmethylated,Y,-29.92422701,413.7677442,3.413064821,14,4,12.4,82,176.4,1.475193065,1.293062711
unmethylated,N,89.33911499,452.8337848,2.045164199,4,84.2,167.2,125.6,218.4,0.695349661,0.615409041
unmethylated,N,-28.28020638,244.4772869,2.513006573,6,51.2,111.6,57.2,260,0.804686791,0.99103857
unmethylated,N,-24.41195716,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-29.88108059,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,Y,-35.71989871,177.3327518,2.831860773,20,5.6,28.8,14.8,170.8,0.84767079,1.004614105
unmethylated,Y,87.82474497,505.4885597,2.455165341,12,17,17.2,170,164.4,1.600649144,1.194607814
unmethylated,N,-20.15053666,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,-10.5449705,469.1053581,2.099725535,4,64,108.8,110.4,357.6,1.025304833,1.150100854
unmethylated,N,-35.26848895,NA,NA,0,NA,600,NA,600,NA,0
unmethylated,N,19.53415903,260.4139491,3.245870885,4,45.2,190.4,90,283.2,1.401698398,0.735121439
unmethylated,N,163.9718806,330.6967434,1.774133431,44,1.2,14.4,48.8,66.8,2.306397776,0.916291404
unmethylated,N,-78.1974761,637.7802611,8.081218836,6,12.4,70.6,16.4,408,0.693375245,1.27243675
